organisationunitid,organisationunitname,district_name,district_code,province_name,province_code,organisationunitcode,2015-06-27,2016-06-26,2017-06-26,2018-06-26,2019-06-27,2020-06-26,2021-06-26,2022-06-26,2023-06-27,2024-06-26,2025-06-26,2015-09-29,2016-09-28,2017-09-28,2018-09-28,2019-09-29,2020-09-28,2021-09-28,2022-09-28,2023-09-29,2024-09-28,2025-09-28,2015-04-25,2016-04-24,2017-04-25,2018-04-25,2019-04-25,2020-04-24,2021-04-25,2022-04-25,2023-04-25,2024-04-24,2025-04-25,2015-08-29,2016-08-28,2017-08-28,2018-08-28,2019-08-29,2020-08-28,2021-08-28,2022-08-28,2023-08-29,2024-08-28,2025-08-28,2016-03-25,2017-03-25,2018-03-26,2019-03-26,2020-03-25,2021-03-25,2022-03-26,2023-03-26,2024-03-25,2025-03-25,2016-02-24,2017-02-23,2018-02-24,2019-02-24,2020-02-24,2021-02-24,2022-02-24,2023-02-24,2024-02-24,2025-02-24,2015-05-26,2016-05-25,2017-05-26,2018-05-26,2019-05-26,2020-05-25,2021-05-26,2022-05-26,2023-05-26,2024-05-25,2025-05-26,2015-10-29,2016-10-28,2017-10-29,2018-10-29,2019-10-29,2020-10-28,2021-10-29,2022-10-29,2023-10-29,2024-10-28,2025-10-29,2016-01-26,2017-01-25,2018-01-26,2019-01-26,2020-01-26,2021-01-25,2022-01-26,2023-01-26,2024-01-26,2025-01-25,2015-11-28,2016-11-27,2017-11-28,2018-11-28,2019-11-28,2020-11-27,2021-11-28,2022-11-28,2023-11-28,2024-11-27,2025-11-28,2015-12-27,2016-12-27,2017-12-27,2018-12-27,2019-12-28,2020-12-27,2021-12-27,2022-12-27,2023-12-28,2024-12-27,2015-07-28,2016-07-27,2017-07-27,2018-07-28,2019-07-28,2020-07-27,2021-07-27,2022-07-28,2023-07-28,2024-07-27,2025-07-28
T3Fa8euLX3d,31304 Bharatpur Metropolitan City,313 CHITWAN,313,3 Bagmati Province,3,31304,3.0,239.0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,3.0,0,0,0,0,1.0,0,0,0,2.0,0,0,0,1.0,0,0,0,1.0,0,0,6.0,0,3.0,4.0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,16.0,2.0,2.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,4.0,5.0,0,0,0,0,0,1.0,2.0,3.0,0
f5sr4KVRSGU,20103 Agnisair Krishna Sabaran Rural Municipality,201 SAPTARI,201,2 Madhesh Province,2,20103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wlbToQ1QwgX,50601 Rampur Municipality,506 PALPA,506,5 Lumbini Province,5,50601,21.0,44.0,28.0,29.0,5.0,13.0,24.0,31.0,0,0,0,1.0,7.0,22.0,15.0,80.0,28.0,22.0,0,0,0,0,9.0,0,23.0,7.0,11.0,9.0,7.0,0,0,0,0,15.0,24.0,36.0,22.0,97.0,16.0,15.0,9.0,0,0,0,0,0,11.0,2.0,3.0,10.0,7.0,0,0,0,0,0,1.0,1.0,0,2.0,0,0,0,0,0,4.0,22.0,11.0,20.0,20.0,19.0,8.0,0,0,0,3.0,7.0,0,0,66.0,9.0,10.0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,14.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,30.0,29.0,16.0,24.0,23.0,0,26.0,0,0
eyOgs1AMLWG,10402 Siddhicharan Municipality,104 OKHALDHUNGA,104,1 Koshi Province,1,10402,0,0,0,4.0,0,0,0,0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,3.0,5.0
vpjSGFCbvE7,50703 Ramgram Municipality,507 NAWALPARASI WEST,507,5 Lumbini Province,5,50703,107.0,86.0,51.0,67.0,0,0,0,64.0,43.0,0,0,57.0,28.0,33.0,34.0,0,0,0,19.0,0,0,0,32.0,20.0,22.0,19.0,0,0,0,15.0,4.0,0,0,69.0,59.0,56.0,14.0,0,0,0,0,0,0,0,16.0,12.0,15.0,8.0,0,0,0,0,0,0,11.0,4.0,5.0,5.0,0,0,0,0,0,0,70.0,68.0,46.0,39.0,0,0,0,52.0,7.0,0,0,19.0,32.0,39.0,14.0,0,0,0,11.0,0,0,0,2.0,3.0,2.0,1.0,0,0,0,0,0,0,6.0,7.0,8.0,1.0,0,0,0,0,0,0,0,0,3.0,6.0,1.0,0,0,0,0,0,74.0,95.0,61.0,13.0,17.0,0,0,0,66.0,52.0,0,0
SFZBuUvoplo,40503 Annapurna Rural Municipality,405 KASKI,405,4 Gandaki Province,4,40503,0,2.0,0,0,0,0,2.0,0,2.0,4.0,1.0,0,1.0,0,0,0,0,0,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,2.0,0,4.0,2.0,0,5.0
NXKDqdR7CUd,70906 Laljhadi Rural Municipality,709 KANCHANPUR,709,7 Sudurpashchim Province,7,70906,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHY8lkQw5QC,30608 Kathmandu Metropolitan City,306 KATHMANDU,306,3 Bagmati Province,3,30608,20.0,7.0,0,1.0,0,0,6.0,14.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,1.0,0,0,0,4.0,0,0,0,1.0,0,0,6.0,0,0,3.0,0,0,0,0,2.0,0,1.0,0,0,0,0,2.0,0,0,0,8.0,1.0,0,0,1.0,0,2.0,0,0,0,1.0,0,0,0,0,0,6.0,2.0,2.0,2.0,4.0,0,0,2.0,6.0,0,2.0,0,0,3.0,0,2.0,0,0,0,0,0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,2.0,4.0,3.0,0,0,0,0,2.0,4.0,0,0,0,0,0,4.0,0,4.0,0,2.0,2.0,0,2.0
pd1zu9cgxMT,50907 Kapilbastu Municipality,509 KAPILBASTU,509,5 Lumbini Province,5,50907,0,0,34.0,29.0,0,6.0,0,0,0,0,0,0,26.0,16.0,0,1.0,0,0,0,0,0,0,0,0,14.0,8.0,0,5.0,6.0,0,0,0,0,0,39.0,18.0,0,1.0,0,0,0,0,0,0,0,10.0,4.0,0,7.0,0,0,0,0,0,0,6.0,4.0,0,0,3.0,0,0,0,0,0,0,21.0,21.0,0,5.0,0,0,0,0,0,0,9.0,17.0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,0,0,0,2.0,0,0,0,5.0,8.0,0,0,0,0,0,0,0,0,0,5.0,2.0,0,0,0,0,0,0,0,0,74.0,22.0,18.0,2.0,0,0,0,0,0,0
KvHrEEoouzN,11211 Rangeli Municipality,112 MORANG,112,1 Koshi Province,1,11211,0,0,44.0,44.0,0,0,0,0,0,0,0,0,26.0,19.0,30.0,11.0,0,9.0,5.0,0,0,0,0,0,11.0,13.0,16.0,5.0,27.0,0,0,0,0,0,31.0,32.0,26.0,47.0,0,13.0,0,0,0,0,0,9.0,4.0,10.0,16.0,0,0,0,0,0,0,2.0,7.0,3.0,6.0,0,3.0,0,0,0,0,0,18.0,21.0,17.0,0,0,7.0,0,0,0,0,15.0,12.0,4.0,0,0,0,0,0,0,0,0,7.0,0,2.0,1.0,0,0,0,0,0,0,8.0,9.0,8.0,0,0,4.0,10.0,0,0,0,0,5.0,3.0,2.0,4.0,0,0,0,0,0,0,41.0,62.0,48.0,0,0,21.0,32.0,0,0,0
YSLRx59DlQr,40107 Siranchowk Rural Municipality,401 GORKHA,401,4 Gandaki Province,4,40107,0,0,1.0,1.0,2.0,6.0,2.0,0,1.0,3.0,0,1.0,1.0,2.0,1.0,0,0,5.0,0,3.0,1.0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,3.0,0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,0,0,4.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,1.0,0,4.0,2.0,1.0,2.0,0,5.0
VngHSEILZUe,40905 Bhirkot Municipaity,409 SYANGJA,409,4 Gandaki Province,4,40905,0,0,0,0,2.0,0,6.0,0,0,1.0,6.0,2.0,4.0,0,0,0,0,0,0,2.0,4.0,0,0,0,0,0,0,1.0,0,2.0,0,0,0,0,3.0,2.0,0,0,0,0,1.0,0,4.0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,2.0,0,2.0,0,1.0,0,0,2.0,2.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,0,0,1.0,2.0,4.0,7.0
lO9MStItdyH,30607 Nagarjun Municipality,306 KATHMANDU,306,3 Bagmati Province,3,30607,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ldV4E2PsEh4,20714 Mahagadhimai Municipality,207 BARA,207,2 Madhesh Province,2,20714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
im7xsl9uLhz,60502 Pachal Jharana Rural Municipality,605 KALIKOT,605,6 Karnali Province,6,60502,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wwOSgp0cOmn,11108 Gauradaha Municipality,111 JHAPA,111,1 Koshi Province,1,11108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2t20CMYnL9,20607 Madhav Narayan Municipality,206 RAUTAHAT,206,2 Madhesh Province,2,20607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO5GjZ8pyt0,30209 Bahrabise Municipality,302 SINDHUPALCHOK,302,3 Bagmati Province,3,30209,10.0,6.0,1.0,2.0,2.0,3.0,8.0,3.0,1.0,7.0,5.0,2.0,0,1.0,0,1.0,3.0,7.0,12.0,3.0,2.0,1.0,0,3.0,2.0,0,0,0,0,0,0,2.0,1.0,4.0,2.0,0,2.0,3.0,0,2.0,0,4.0,4.0,2.0,0,2.0,0,0,0,0,0,0,1.0,0,5.0,0,0,0,0,0,0,0,0,0,9.0,4.0,0,0,1.0,0,1.0,0,0,3.0,0,1.0,1.0,0,0,0,0,0,1.0,2.0,1.0,2.0,0,0,0,0,0,0,2.0,0,0,0,1.0,0,0,0,1.0,0,3.0,2.0,0,0,0,2.0,4.0,0,0,0,0,0,0,0,0,5.0,2.0,7.0,0,2.0,0,7.0,5.0,1.0,0,7.0
elTl9yVygGH,20708 Kalaiya Sub-Metropolitan City,207 BARA,207,2 Madhesh Province,2,20708,0,0,0,0,0,9.0,0,0,166.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,0,0,0,0,0,37.0,0,0,16.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,42.0,0,0,0,0,0,0,0,0,16.0,17.0,0,0,0,0,0,0,0,108.0,0,0,83.0,0,0,0,0,0,0,0,0,0,44.0,1.0,0,0,0,0,0,0,0,0,11.0,8.0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0
mqGibmoSsMZ,30909 Panauti Municipality,309 KAVREPALANCHOK,309,3 Bagmati Province,3,30909,4.0,3.0,11.0,14.0,14.0,0,0,1.0,4.0,1.0,23.0,12.0,0,6.0,6.0,16.0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,21.0,7.0,0,25.0,0,15.0,8.0,1.0,1.0,0,0,7.0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,1.0,0,1.0,0,0,0,1.0,0,0,3.0,14.0,0,15.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,3.0,0,0,9.0,4.0,14.0,0,9.0,6.0,0,1.0,2.0,2.0,7.0
ofnHcaTRfxi,31003 Likhu Rural Municipality,310 RAMECHHAP,310,3 Bagmati Province,3,31003,0,1.0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0
dSOcyKXtRHv,40707 Rhishing Rural Municipality,407 TANAHU,407,4 Gandaki Province,4,40707,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0
ZWKia1zshTm,50101 Putha Uttanganga Rural Municipality,501 RUKUM EAST,501,5 Lumbini Province,5,50101,0,0,0,0,1.0,1.0,0,2.0,0,0,2.0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
aM1i0dQi3ox,40901 Putalibazar Municipality,409 SYANGJA,409,4 Gandaki Province,4,40901,0,0,2.0,6.0,0,0,0,0,0,0,3.0,0,10.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,0,0,2.0,1.0,0,0,0,0,3.0,0,2.0,6.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1.0,0,0,0,0,1.0,9.0,0,0,0,1.0,0,0,0,0,0,0,3.0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,3.0,0,0,0,0,0,0,0,1.0,2.0,0,6.0,0,0,0,0,0,2.0,15.0
hgLqgeNWOie,60507 Tilagupha Municipality,605 KALIKOT,605,6 Karnali Province,6,60507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0
xVELZDapXqi,60508 Mahawai Rural Municipality,605 KALIKOT,605,6 Karnali Province,6,60508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
dg95KkHSYuU,10303 Sotang Rural Municipality,103 SOLUKHUMBU,103,1 Koshi Province,1,10303,0,1.0,3.0,1.0,2.0,4.0,0,5.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,0,2.0,3.0,0,0,0,0,0,0,0,1.0,0,0,0,4.0,0,0,0,3.0,0,0,0,6.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,9.0,1.0,0,1.0,0,1.0,0,0,1.0,0,0,1.0,0,2.0,0,0,0,2.0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,1.0,2.0,1.0,1.0,0,2.0,14.0,0,35.0
Lc1kr8bTyYM,50209 Sunil Smriti Rural Municipality,502 ROLPA,502,5 Lumbini Province,5,50209,1.0,0,0,1.0,7.0,0,4.0,2.0,1.0,0,3.0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,10.0,0,0,0,0,1.0,0,0,0,0,0,0,0,4.0,6.0,2.0,1.0,6.0,4.0,2.0,1.0,3.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,2.0,0,10.0,6.0,12.0,3.0,3.0,8.0
xX7eCpkd7AI,30611 Dakshinkali Municipality,306 KATHMANDU,306,3 Bagmati Province,3,30611,1.0,0,0,1.0,1.0,0,2.0,0,0,0,0,1.0,2.0,0,0,2.0,0,0,0,0,0,0,2.0,0,1.0,0,0,0,0,0,0,0,0,2.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,2.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0,0,1.0,0,1.0,0,1.0,0,0
pS6VQHJLxbH,31004 Ramechhap Municipality,310 RAMECHHAP,310,3 Bagmati Province,3,31004,0,0,0,0,1.0,0,2.0,4.0,2.0,1.0,0,1.0,0,2.0,3.0,1.0,0,1.0,1.0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,5.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,22.0,0,1.0,1.0,0,0,0,8.0
lAyJC7MtKl6,70505 Parashuram Municipality,705 DADELDHURA,705,7 Sudurpashchim Province,7,70505,3.0,0,2.0,0,0,0,0,4.0,1.0,7.0,10.0,2.0,0,0,0,1.0,0,0,0,8.0,5.0,2.0,0,2.0,1.0,0,0,0,0,0,0,0,1.0,7.0,1.0,0,0,1.0,0,0,4.0,3.0,12.0,5.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,2.0,0,4.0,0,4.0,0,0,0,3.0,0,0,0,0,0,0,0,0,2.0,0,1.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,0,0,2.0,0,6.0,12.0,14.0,7.0
r7SYGwmQrDC,50603 Rambha Rural Municipality,506 PALPA,506,5 Lumbini Province,5,50603,2.0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,3.0,2.0,0,0,0,2.0,0,3.0,3.0,1.0,1.0,0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,0,0,1.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,7.0,0,0,1.0
YbzXduozeDW,20409 Samsi Rural Municipality,204 MAHOTTARI,204,2 Madhesh Province,2,20409,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
A2ieAsKcSIe,30603 Gokarneshwor Municipality,306 KATHMANDU,306,3 Bagmati Province,3,30603,1.0,0,4.0,0,0,0,0,0,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,1.0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.0,0,0,0,1.0,0,0,0,0,0,0,0,3.0,0,6.0
BvUU5JiQxxL,50412 Rurukshetra Rural Municipality,504 GULMI,504,5 Lumbini Province,5,50412,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,3.0,0,0,0,1.0
JlEwd2MMRwF,70308 Malikarjun Rural Municipality,703 DARCHULA,703,7 Sudurpashchim Province,7,70308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0
